AccountingFirm,Address,CPA.CharteredPublicAccountant.First,CPA.CharteredPublicAccountant.Second,Chairman,CompanyAbbreviation,CompanyName,Date,DateOfIncorporation,DateOfListing,DeputySpokesperson,EmailAddress,Fax,GeneralManager,IssueShares,Paidin.Capital.NTDollars,ParValueOfCommonStock,PreferredStock.shares,PreparationOfFinancialReportType,PrivateStock.shares,Registration,SecuritiesCompanyCode,SecuritiesIndustryCode,Spokesman,StockTransferAgent,StockTransferAgentAddress,StockTransferAgentTelephone,Symbol,Telephone,TitleOfSpokesman,UnifiedBusinessNo.,WebAddress
資誠聯合會計師事務所,"12F, No. 503, Sec. 6, Nanjing E. Rd., Neihu Dist.,Taipei City 114057, Taiwan",葉翠苗,林永智,黃育仁,東友,東友科技股份有限公司,1150904,19970908,20000617,賴建一,ir@tecoimage.com.tw,(02)2792-2102,邱耀德,112536565,1125365650,新台幣                 10.0000元,0,1,0,－ ,5438,25,李麗秋,中國信託商業銀行(股)公司代理部,台北市重慶南路一段83號6樓,(02)66365566,TIS,(03)4733112,營運副總,16091527,http://www.tecoimage.com.tw/
勤業眾信聯合會計師事務所,"No.3,Lane 43,Hsing Pang Rd.Taoyuan District,Taoyuan City,Taiwan 330",許晉銘,王攀發,張景山,高技,高技企業股份有限公司,1150904,19880129,20000626,李泰輝,fia@fht.com.tw,03-3761921,李泰輝,92975752,929757520,新台幣                 10.0000元,0,1,0,－ ,5439,28,張秋雄,台新綜合證券(股)公司股務代理部,台北市建國北路一段96號B1,02-25048125,FHt,03-3767800,財務長,22773079,http://www.fht.com.tw
資誠聯合會計師事務所,"No. 5-1, Innovation 1st Rd., SBIP300 Hsinchu, Taiwan, R.O.C　",吳偉豪,江采燕,陳政興,均豪,均豪精密工業股份有限公司,1150904,19781222,19980209,黃盛宏,michaelhuang@gpmcorp.com.tw,03-5639988,執行長：梁又文,164746644,1647466440,新台幣                 10.0000元,0,1,0,－ ,5443,24,梁又文,統一綜合證券股份有限公司,臺北市東興路8號1樓,02-2746-3797,GPM,03-5639999,執行長,33838628,https://www.gpmcorp.com.tw/index.php
勤業眾信聯合會計師事務所,"6F, NO.349, YANG-KUANG ST., NEI-HUTAIPEI, TAIWAN, R.O.C.",張正修,邱政俊,蕭登波,南良,南良國際股份有限公司,1150904,19890811,20000822,蘇孟栩,namliong_public@namliong-global.com,(02)2659-1599,王凌霜,122403239,1224032390,新台幣                 10.0000元,0,1,0,－ ,5450,20,白景仁,國票綜合證券股份有限公司,台北市松山區南京東路五段188號15樓,(02)2528-8988,NAMLIONG,(02)2659-1588,財務副總經理,23438530,www.namliong-global.com
安侯建業聯合會計師事務所,"NO. 8 TZU CHIANG STREET,　　TUCHENG DIST., NEW TAIPEI CITY, TAIWAN　",陳宜君,江曉苓,馬康華,佶優,佶優科技股份有限公司,1150904,19910820,20001002,陳怡伶,ling@unicgroup.com,02-2269-3695,林日旺,148763669,1487636690,新台幣                 10.0000元,0,1,0,－ ,5452,31,楊淑玲,凱基證券(股)公司股務代理部,10044台北市中正區重慶南路一段2號5樓,02-23892999,UNIC,02-2269-6669,會計主管,86266274,www.unicgroup.com
致遠聯合會計師事務所,"11F,No.417,Sec.2 Kung Dao Wu Rd. ,Hsinchu, 300 Taiwan, R.O.C.　　",曾瑞燕,侯委&#26187;,陳文熾,昇益,昇益開發股份有限公司,1150904,19910706,20001019,楊硯茵,ssestock@signality.com.tw,03-6886389,陳文熾,65501813,655018130,新台幣                 10.0000元,0,2,0,－ ,5455,14,陳文熾,台新證券股務代理部,台北市建國北路一段96號B1樓,02-25048125,SY,03-5753189,總經理,86233176,www.signality.com.tw
資誠聯合會計師事務所,"No.568, Sec.1, Mingsheng N. Road,Guishan District,Taoyuan City, Taiwan　",林佳鴻,葉翠苗,蔡鎮隆,宣德,宣德科技股份有限公司,1150904,19901016,20000929,周湘陽,PR@speedtech.com.tw,03-2121771,蔡鎮隆,196428800,1964288000,新台幣                 10.0000元,0,1,0,－ ,5457,28,徐嘉德,台新綜合證券(股)公司股務代理部,台北市建國北路一段96號B1,02-25048125,SPEED TECH　,03-2120088,董事,23866949,www.speedtech.com.tw
勤業眾信聯合會計師事務所,"1 Lane 429,Ming-An RoadHsin-Chuang District, New Taipei City",廖婉怡,謝建新,劉定泮,同協,同協電子股份有限公司,1150904,19721214,20000928,王陳惠,Yang_ZH@mustang-group.com,(02)22023126,盧光輝(代理),58778130,587781300,新台幣                 10.0000元,0,1,0,－ ,5460,28,楊宗翰,群益金鼎證券股份有限公司,台北市敦化南路二段97號地下二樓,(02)27023999,MUSTANG,(02)22022241,管理部經理,33701355,www.mustang-group.com
安永聯合會計師事務所,NO.6  CHUNG-SHAN RD. MIN-HSIUNG INDUSTRIAL  PARKCHIAYI   HSIEN.   TAIWAN  R.O.C,黃宇廷,羅文振,張枋霖,霖宏,霖宏科技股份有限公司,1150904,19950621,20001108,謝佩如,lhtech@lhtech.com.tw,05-2217178,張枋霖,71071490,710714900,新台幣                 10.0000元,0,1,0,－ ,5464,28,賴柔卉,群益金鼎證券股份有限公司,台北市大安區敦化南路二段97號B2,02-27023999,LIN HORN,05-2216696,副理,89396770,www.lhtech.com.tw
勤業眾信聯合會計師事務所,"NO.225,LANE 54,SEC.2,AN HO ROND.TAINAN, TAIWAN, R.O.C.",王騰葦,李季珍,王駿東,富驊,富驊企業股份有限公司,1150904,19840723,20001108,林道明,lfe-stock@lfe.com.tw,(06)356-0505,王駿東,147682629,1476826290,新台幣                 10.0000元,0,1,65463215,－ ,5465,25,王駿東,福邦證券股份有限公司,台北市中正區忠孝西路一段6號6樓,(02)2371-1658,LFE,(06)356-0606,董事長,36270626,http://lfe-ww.com/zh-hant/
勤業眾信聯合會計師事務所,"No. 6, Technology Road 5, Hsinchu Science ParkHsinchu, Taiwan 30078, R.O.C.",吳長駿,廖鴻儒,胡炳南,凱鈺,凱鈺科技股份有限公司,1150904,19940721,20010117,胡喬茹,contact@tmtech.com.tw,03-5787719,胡炳昆,58922909,589229090,新台幣                 10.0000元,0,1,12226903,－ ,5468,24,蔣秀雲,台新證券股務代理部,台北市中山區建國北路一段96號地下1樓,02-25048125,TMTECH,03-5787720,財務主管,84149245,www.tmtech.com.tw
資誠聯合會計師事務所,"18F,No.88,Sec.2,Chunghsiao E.Rd.,Taipei 100,Taiwan　",林柏全,楊蕙慈,趙希政,聰泰,聰泰科技開發股份有限公司,1150904,19901001,20010320,羅嘉翎,nancy@yuan.com.tw,(02)23921358,林宏沛,39756944,397569440,新台幣                 10.0000元,0,2,0,－ ,5474,25,林宏沛,群益金鼎證券股份有限公司,台北市敦化南路二段97號地下2樓,02-2702-3999,YUAN,(02)23921233,總經理,23902678,https://www.yuan.com.tw
安永聯合會計師事務所,No.718 Sec.2 Yang-Hoo Rd.Yang-Mei Dist Tao-Yuan City,王瑄瑄,李育儒,劉暉麟,德宏,德宏工業股份有限公司,1150904,19970321,20010116,NA,eric.chen@glotechgf.com,03-4726447,劉志浩,127127017,1271270170,新台幣                 10.0000元,0,1,5600000,－ ,5475,28,陳源水,中國信託商業銀行代理部,台北市重慶南路一段83號5樓,(02)6636-5566,GLOTECH　　,03-4726448,財務經理,97178087,http://www.glotechgf.com
勤業眾信聯合會計師事務所,"13F., No. 1-16,  Kuojian Rd.,  Chianjen Chiu,Kaohsiung,  Taiwan  806,  R.O.C　　",陳珍麗,吳秋燕,王思淳,智冠,智冠科技股份有限公司,1150904,19830715,20010329,劉政翰,ir@soft-world.com.tw,(07)815-5658,李殷獎,156074332,1560743320,新台幣                 10.0000元,0,1,0,－ ,5478,32,鍾興博,元大證券股份有限公司,臺北市大安區敦化南路2段67號地下一樓,(02)2586-5859,SOFT-WORLD,(07)815-0988,集團財管中心總經理,81231585,www.soft-world.com
馬施云大華聯合會計師事務所,"8-1st F., No. 328 ,Changchun Rd., Zhongshan Disc., Taipei, TaiwanTaiwan(R.O.C.)",趙翊棋,黃俊諺,黃泰,新華,新華泰富股份有限公司,1150904,19900618,20010427,吳彥儒,investor@sinotact.com,02-27019369,林宗翰,71402891,714028910,新台幣                 10.0000元,0,1,0,－ ,5481,20,黃泰,中國信託商業銀行代理部,台北市中正區重慶南路一段83號5樓,(02)6636-5566,SINOTACT,02-25452588,董事長,23790625,http://www.sinotact.com/
安侯建業聯合會計師事務所,"4F, No. 8. Industrial East Road 2, Hsinchu Science Park, Taiwan, R.O.C.　　　Hsinchu, Taiwan, R.O.C.　　",吳俊源,黃泳華,徐秀蘭,中美晶,中美矽晶製品股份有限公司,1150904,19810121,20010302,呂孟樺/陳麒屹,IR@saswafer.com,03-578-1706,陳振乾,641221651,6412216510,新台幣                 10.0000元,0,1,0,－ ,5483,24,彭欣瑜,元大證券股份有限公司股務代理部,台北市大安區敦化南路二段67號地下一樓,02-2586-5859,SAS　　,03-577-2233,董事長特別助理,47238650,http://www.saswafer.com
安永聯合會計師事務所,"6F, NO.166, CHIEN-I RD.,ZHONGHE DIST., NEW TAIPEI CITY, TAIWAN",黃宇廷,賴書晨,福豐盛投資股份有限公司,通泰,通泰積體電路股份有限公司,1150904,19861014,20010220,郭錦美,Spokesman@tontek.com.tw,02-82265929,郭榮邦,24222516,242225160,新台幣                 10.0000元,0,1,0,－ ,5487,24,郭榮邦,第一金證券股份有限公司,10688台北市大安區安和路一段27號六樓,2563-5711,TONTEK　,02-82265916,總經理,22321575,www.tontek.com.tw
霈昇聯合會計師事務所,"No.3, Dinghu 5th St. Guishan Dist., Taoyuan City 333008, Taiwan(R.O.C.)TAOYUAN CITY. TAIWAN. R.O.C",王新元,邱奕志,駱國呈,松普,松普科技股份有限公司,1150904,19830521,20010312,黃智惠,service@tw.sunfpu.com,03-3961542,駱秀勇,91586124,915861240,新台幣                 10.0000元,0,1,0,－ ,5488,28,李振陽,福邦證券股份有限公司,10041台北市中正區忠孝西路一段6號6樓,02-2383-6888,SP,03-3285480,財務部經理,43900488,http://www.sunfpu.com.tw
勤業眾信聯合會計師事務所,"No. 116, Jou Tz Street, NeihuTaipei 114, Taiwan",劉紋伶,陳培德,陳春生,彩富,彩富電子股份有限公司,1150904,19910716,20010312,施佩君,finance@dynacolor.com.tw,(02)2659-8868,張建湘,102706441,1027064410,新台幣                 10.0000元,0,1,0,－ ,5489,31,林碧芳,群益金鼎證券股份有限公司,台北市敦化南路二段97號地下二樓,(02)2702-3999,DYNACOLOR,(02)2659-8898,業務管理部經理,86157450,http://www.dynacolor.com.tw
安侯建業聯合會計師事務所,"4F.,No 30,INDUSTRY E. RD. IX, SCIENCE-BASED INDUSTRIAL PARK　　HSIN-CHU, TAIWAN　",鄭安志,吳俊源,張永銘,同亨,同亨科技股份有限公司,1150904,19970408,20010514,姜君柔,leo_hsu@xac.com.tw,03-5678022,胡鉉宗,96152201,961522010,新台幣                 10.0000元,0,1,0,－ ,5490,25,徐壬謙,富邦綜合證券(股)公司股務代理部,台北市中正區許昌街17 號11 樓( 壽德大樓),02-23611300,XAC　　,03-5772738,資深經理,84149929,https://www.xac.com.tw
資誠聯合會計師事務所,"5F-3 ,No. 390 , Fu-Hsing  S. Rd., Sec. 1,Taipei 106 , Taiwan , R.O.C.",郭加龍,蔡亦臺,林大鈞,三聯,三聯科技股份有限公司,1150904,19670220,20010503,郭彥麟,sanlien@sanlien.com,02-27031561,林家慶,43689255,436892550,新台幣                 10.0000元,0,1,0,－ ,5493,31,郭勁廷,中國信託商業銀行代理部,台北市重慶南路一段83號5樓,(02)6636-5566,Sanlien,02-27081730,董事長特助兼發言人,03051501,https://www.sanlien.com.tw
勤業眾信聯合會計師事務所,"NO. 32,Singbang Rd.TAOYUAN City,  TAIWAN,  R.O.C.",李冠豪,馬偉峻,周邦基,凱崴,凱崴電子股份有限公司,1150904,19970227,20010329,李雲婷,fin-key@key-ware.com.tw,(03)366-8136,初從維,193548545,1935485450,新台幣                 10.0000元,0,1,17335167,－ ,5498,28,初從維,宏遠證券股份有限公司,台北市大安區信義路四段236號3樓,(02)77198899,KEY WARE　,(03)366-0667,代理總經理,97326828,www.key-ware.com.tw
勤業眾信聯合會計師事務所,"12F  NO.183 LIOW HER ROAD　KAOSHSIUNG, TAIWAN ,ROC",陳秀雯,吳長駿,陳俊銘,永信建,永信建設開發股份有限公司,1150904,19870402,19980513,邱顯淑,ysinfo@yungshin.com.tw,07-2230488,陳俊銘,217428133,2174281330,新台幣                 10.0000元,0,2,0,－ ,5508,14,陳怡均,元大證券(股)公司股務代理部,台北市大安區敦化南路二段67號地下一樓,02-25865859,YCDC　,07-2229460,總經理室副理,22417810,www.ys-construction.com.tw
冠恆聯合會計師事務所,"1F., No.401-1, Wuquan Rd., North Dist,Taichung City , Taiwan (R.O.C.)",張進德,李玉芝,黃政勇,德昌,德昌營造股份有限公司,1150904,19860520,19981209,張舒苹,ray.chuang@tccon.com.tw,(04)22013202,陳豐中,136000000,1360000000,新台幣                 10.0000元,0,1,0,－ ,5511,14,莊正任,永豐金證券股份有限公司,台北市中正區博愛路17號3樓,(02)23816288,TE  CHANG　,(04)22013611,經理,22132814,www.tccon.com.tw
安侯建業聯合會計師事務所,"8F., No.99, Jilin Rd., Jhongshan Dist., 　Taipei City 104, Taiwan (R.O.C.)",張淑瑩,潘俊名,郭濟綱,力麒,力麒建設股份有限公司,1150904,19920730,19981204,鍾莉燕,k7008750@rhd.com.tw,21002388,郭濟綱,766312494,7663124940,新台幣                 10.0000元,0,1,0,－ ,5512,14,柯賢仁,台新證券股務代理部,台北市建國北路一段96號地下一樓,(02)25048125,RICH　　,(02)21002288,協理,86690644,www.rhd.com.tw
安永聯合會計師事務所,"7F,NO.173 CHANG AN EAST ROAD SEC.2TAIPEI  TAIWAN　　　",張巧穎,王彥鈞,東台開發股份有限公司代表人:洪敏夫,三豐,三豐建設股份有限公司,1150904,19880121,19981229,莊慧玲,safo7225@ms27.hinet.net,02-27817686,藍麗華,236118280,2361182800,新台幣                 10.0000元,0,1,0,－ ,5514,14,石淑瑛,台新綜合證券股份有限公司,台北市中山區建國北路1段96號B1,(02)25048125,SUN FON,02-27720267,財務部協理,22817225,www.sunfon.com.tw
安侯建業聯合會計師事務所,"186 MIN TSU RD　　HSIN-CHU,TAIWAN,R.O.C　　",毛聖崴,高鈺倫,邱宏章,雙喜,雙喜營造股份有限公司,1150904,19820114,19990323,林佳惠,sun.sea@m.sunsea.com.tw,03-5421289,邱宏章,51545223,515452230,新台幣                 10.0000元,0,2,0,－ ,5516,14,鄒慶琦,元大證券股份有限公司,106臺北市大安區敦化南路2段67號地下一樓,02-25865859,SUN-SEA,03-5348168,稽核主管,47254476,http://www.sunsea.com.tw/
霈昇聯合會計師事務所,"NO.7 , SEC7 , YIEN-PING NORTH ROAD , SELIN DISTRICT ,　　TAIPEI CITY , TAIWAN , R.O.C.　　",王新元,邱奕志,吳良材,力泰,力泰建設企業股份有限公司,1150904,19760506,19991027,吳光武,lietai@ms2.hinet.net,(02)2810-3009,吳良材,59975245,599752450,新台幣                 10.0000元,0,1,0,－ ,5520,14,吳良材,群益金鼎證券股份有限公司,台北市敦化南路二段97號B2,(02)27023999,Lihtai,(02)2810-3001,總經理,66410981,https://www.lihtai.com
資誠聯合會計師事務所,"25F.-1, No.501, Sec. 2, Taiwan Blvd., West Dist., Taichung City 403, TaiwanTAICHUNG  CITY, TAIWAN, ROC　　",王玉娟,賴志維,袁玉麒,豐謙,豐謙建設股份有限公司,1150904,19840430,19991227,逄掁康,service@fong-chien.com.tw,04-23266390,劉瑞麟,155001464,1550014640,新台幣                 10.0000元,0,1,0,－ ,5523,14,張嘉玲,永豐金證券股份有限公司,台北市博愛路17號3樓,02-23816288,FONG CHIEN,04-23262593,財務經理,66629349,http://www.fong-chien.com.tw/
資誠聯合會計師事務所,"12 F.-3, No. 633, Sanhe 1st Ln., Xitun Dist.,Taichung City 407047, Taiwan (R.O.C.)",王玉娟,吳松源,褚學忠,鉅陞,鉅陞國際開發股份有限公司,1150904,19701109,19960112,施玉珍,sunny@mega-building.com,04-23285599,褚學忠,105769350,1057693500,新台幣                 10.0000元,0,1,42663292,－ ,5529,14,楊曉暉,永豐金證券股份有限公司,台北市博愛路17號3樓,(02)2381-6288,MEGA,04-23289666,協理,58250510,https://mega-international.com.tw
安侯建業聯合會計師事務所,"16F., No. 195, Jingmao 2nd Rd., Nangang Dist.,Taipei City 115018, Taiwan (R.O.C.)",池世欽,潘俊名,KELLY LEE,龍巖,龍巖股份有限公司,1150904,19870327,20001004,王群中,customer@lyls.com.tw,02-66157777,王群中,420084199,4200841990,新台幣                 10.0000元,0,1,21000000,－ ,5530,20,梁建芸,富邦綜合證券(股)公司股務代理部,台北市中正區許昌街17號11樓,02-23611300,LUNG YEN,02-66159999,公司治理主管,22415496,www.lyls.com.tw
安侯建業聯合會計師事務所,"19F.-1, No.201, Sec. 2, Wenxin Rd., Xitun Dist.,Taichung City 40758, Taiwan (R.O.C.)",陳政學,鄭安志,梁進利,聖暉*,聖暉工程科技股份有限公司,1150904,19790219,20101110,陳忠生,invest@acter.com.tw,04-22615121,賴銘崑&王俊盛,124080930,620404650,新台幣                  5.0000元,0,1,0,－ ,5536,31,梁鈞幃,凱基證券股份有限公司,100台北市重慶南路一段2號5樓,02-23148800,ACTER,04-22615288,董事長特助,52524653,http://www.acter.com.tw
資誠聯合會計師事務所,"13 F., No. 880, Zhongzheng Rd., Zhonghe Dist.New Taipei City 235015, Taiwan (R.O.C.)",吳建志,支秉鈞,莊宏偉,桓鼎-KY,桓鼎股份有限公司,1150904,20091110,20160509,楊志文,IR@buima.com.tw,(02)2508-0087,楊志文,46703593,467035930,新台幣                 10.0000元,0,1,6290515,KY 開曼群島                                                    ,5543,14,莊宏偉,福邦證券股務代理部,台北市中正區忠孝西路一段6號6樓,(02)2383-6888,Buima,(02)2508-0656,董事長暨執行長,47532886,www.buima.com.tw
安侯建業聯合會計師事務所,"2F., No. 257, Xinhu 2nd Rd.Neihu Dist., Taipei City 11494, Taiwan",張淑瑩,韓沂璉,林世貞,久舜,久舜營造股份有限公司,1150904,19930906,20260203,林佳縉,invest@jioushun.com.tw,02-27965219,蔡長榮,51000000,510000000,新台幣                 10.0000元,0,2,0,－ ,5547,14,張憶秋,群益金鼎證券股務代理部,台北市大安區敦化南路二段97號B2,02-27023999,Jioushun,02-27965218,公關室經理,84548046,http://www.jioushun.com.tw
安侯建業聯合會計師事務所,"6F, No. 223, Songjiang Rd., Zhongshan Dist.,Taipei Taiwan R.O.C.",張肇文,寇惠植,張立雍,安倉,安倉營造股份有限公司,1150904,19751117,20240318,盧惠亭,ac@ancang.com,02-25006255,劉治群,63723065,637230650,新台幣                 10.0000元,0,2,0,－ ,5548,14,吳東鵬,福邦證券股份有限公司,台北市中正區忠孝西路一段6號6樓,2383-6888,ANCANG,02-25039966,工務部協理,04267141,http://www.ancang.com/
安永會計師事務所,"2,SAN HO ST.,TUNAN LI.CHI-TU DISTKEELUNG TAIWAN R.O.C.",楊弘斌,劉榮進,簡東捷,台聯櫃,臺聯貨櫃通運股份有限公司,1150904,19730716,19941124,許哲雄,tactc@ms24.hinet.net,(02)24515271,許哲雄,64800000,648000000,新台幣                 10.0000元,0,2,0,－ ,5601,15,賴允昌,群益金鼎證券股份有限公司,台北市大安區敦化南路二段97號B2,(02)27035000,TACT　,(02)24515151,財務經理,00701122,www.tactc.com.tw/
資誠聯合會計師事務所,"12F,171-1 SEC. 2, TA -TUNG RD. HSI CHIH DISTRICT,NEW TAIPEI CITY,TAIWAN,R.O.C.HSI CHIH DISTRICT,NEW TAIPEI CITY,TAIWAN",黃金連,于智帆,何英津,陸海,陸海股份有限公司,1150904,19730621,19970125,連錦池,vivian@sea-land.com.tw,02-86926071,何英津,104876607,1048766070,新台幣                 10.0000元,0,1,0,－ ,5603,15,胡玉惠,亞東證券股份有限公司,新北市板橋區新站路16號13樓,02-77531699,SEA&LAND,02-86926001,財務主管,04927158,www.sea-land.com.tw
